Campaign_Name,Campaign_Objective,Campaign_Interaction_Type,Campaign_Conversion_Type,Campaign_Brand,Campaign_Brand_Type,Campaign_Sector,Campaign_Subsector,Campaign_Served_Country,Campaign_ID,Campaign_KPI,Campaign_Audience,Campaign_Duration,Campaign_Seasonality_Target,Client_Name,Client_Region,Client_Sector,Client_Relationship,Source_game_key,,Source_url,,Source_full_url,Ad_Type,Ad_Interaction,Ad_Build_Type,Ad_Video,Ad_Slideshow,Ad_target_audience,Ad_environment,Ad_format,Ad_KPI,Ad_eng_rate,Ad_eng_rate_>_benchmark,Ad_CTR,Ad_CTR_ >_ benchmark,Ad_VTR,Ad_VTR_>_benchmark,Ad_Interaction_changes,Ad_interaction_type_new,Ad_margins,Ad_BIO_recency
"EA Battlefield V
26a57f77cdf2b080905575740999e063",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,26a57f77cdf2b080905575740999e063/c5becdb1e8071e45e827,/game.js,https://wat.adludio.com/games/26a57f77cdf2b080905575740999e063/c5becdb1e8071e45e827/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"EA Battlefield V
Fa2e1a47b86688a7c85ed26cb50ea48d",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,fa2e1a47b86688a7c85ed26cb50ea48d/f8fb71636ab41180e3bb,/game.js,https://wat.adludio.com/games/fa2e1a47b86688a7c85ed26cb50ea48d/f8fb71636ab41180e3bb/game.js,,,,,,,,MPU,,,,,,,,,,,
"EA Battlefield V
Df4900b624ae0346bd3d2c1f5fbda3e2",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,df4900b624ae0346bd3d2c1f5fbda3e2/001c204985d952936dfc,/game.js,https://wat.adludio.com/games/df4900b624ae0346bd3d2c1f5fbda3e2/001c204985d952936dfc/game.js,,,,,,,,MPU,,,,,,,,,,,
"EA Battlefield V
Faf628564c645689b14a3c334e4e0464",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,faf628564c645689b14a3c334e4e0464/5f471aba371a2e12ccf0,/game.js,https://wat.adludio.com/games/faf628564c645689b14a3c334e4e0464/5f471aba371a2e12ccf0/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"EA Battlefield V
Bf5 Bio",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-bf5-bio/1aefcb0c83409d2556c9,/game.js,https://wat.adludio.com/games/adunit-bf5-bio/1aefcb0c83409d2556c9/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"CBS 2019 Grammys
9acaab188ac26ba15f2bc48dac62c17e",,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,9acaab188ac26ba15f2bc48dac62c17e/a15898d704de29ff1178,/game.js,https://wat.adludio.com/games/9acaab188ac26ba15f2bc48dac62c17e/a15898d704de29ff1178/game.js,,⬆️ Swipe up,standard,YES,–,"targeting A25-54 and AA25-54 who are live primetime TV viewers that enjoy celebrating music, creativity, and the talented artists",Display,Full Screen,5% - 10% engagemenr rate,13.29%,Yes,19.34%,Yes,n/a,n/a,No,n/a,74.49%,
"CBS 2019 Grammys
C967c473c62f999e463d015a20de4218",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,c967c473c62f999e463d015a20de4218/b02a312f120fa135bed0,/game.js,https://wat.adludio.com/games/c967c473c62f999e463d015a20de4218/b02a312f120fa135bed0/game.js,,,,,,,,MPU,,,,,,,,,,,
"CBS 2019 Grammys
01ff74f83459d92715107dd077782e03",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,01ff74f83459d92715107dd077782e03/5e5e70beab6981a81c36,/game.js,https://wat.adludio.com/games/01ff74f83459d92715107dd077782e03/5e5e70beab6981a81c36/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"CBS 2019 Grammys
3f565b9070ea6f1dc122862f19b6f022",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,3f565b9070ea6f1dc122862f19b6f022/b9261e265dda1940849b,/game.js,https://wat.adludio.com/games/3f565b9070ea6f1dc122862f19b6f022/b9261e265dda1940849b/game.js,,,,,,,,MPU,,,,,,,,,,,
"F&N Nutrisoy 
(Sweet Potato)
C8f88a3dbf3d0f6e8f23baa1a4f7b5b3",,,,,,Food & Drink,,,,,,,,,,,,,https://wat.adludio.com/games/,c8f88a3dbf3d0f6e8f23baa1a4f7b5b3/a5c12c3f0edc9dc1008a,/game.js,https://wat.adludio.com/games/c8f88a3dbf3d0f6e8f23baa1a4f7b5b3/a5c12c3f0edc9dc1008a/game.js,,⬇️ Swipe down,standard,–,–,"A30-39 Health conscious urban mothers, 
A25-39 PMEBs seeking balanced lifestyle, 
Millennials",Display,MPU,Engagement rate and CTR,13.19%,NO,4.75%,NO,,,NO,,89.83%,
"F&N Nutrisoy 
(Sweet Potato)
Da393c08cd8ac3f6f1935a6b873635d3",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,da393c08cd8ac3f6f1935a6b873635d3/0a7a5a6da603f0ba4840,/game.js,https://wat.adludio.com/games/da393c08cd8ac3f6f1935a6b873635d3/0a7a5a6da603f0ba4840/game.js,,,,,,,,Full Screen,,,,,,,,,,,
,,,,,,Automotive,,,,,,,,,,,,,https://wat.adludio.com/games/,,/game.js,,USER CHOISE,➡️ Swipe right,non-standard,YES,–,"Jaguar F type shows off how fast the car is
Fans of Jaguar 
Adults 18-40, Affluent ",Display,Full Screen,Engagements,14.37%,No,14.08%,Yes,8.00%,No,Yes,"Swipe to Tap
Whole screen clickable",63.89%,
"Lexus ES
5c48f6c88bdad6814537bcd5f982b263",,,,,,Automotive,,,,,,,,,,,,,https://wat.adludio.com/games/,5c48f6c88bdad6814537bcd5f982b263/69f1901d3fefb803b130,/game.js,https://wat.adludio.com/games/5c48f6c88bdad6814537bcd5f982b263/69f1901d3fefb803b130/game.js,,➡️ Swipe right,standard,YES,–,"adults
lexus car buyers
new car buyers",Display,Full Screen,Engagements,14.37%,No,14.08%,Yes,8.00%,No,Yes,"Swipe to Tap
Whole screen clickable",64.57%,
"BMW 3 Series
",,,,,,Automotive,,,,,,,,,,,,,https://wat.adludio.com/games/,cf7c2e2f57a3aed6d4407695b538b757/6d654f7588f320076f1b,/game.js,https://wat.adludio.com/games/cf7c2e2f57a3aed6d4407695b538b757/6d654f7588f320076f1b/game.js,,⬅️ Swipe left,standard,–,YES,"People 30+, Income $8k, 
Automotive Enthusiasts, Interests in 
Competitor Brands, Geo-Location",Display,Full Screen,Engagement rate and CTR,10.46%,NO,2.57%,NO,,,NO,,,
"MooMoney
472d16ed793811746342c8fc7483eaed",,,,,,Governement,,,,,,,,,,,,,https://wat.adludio.com/games/,472d16ed793811746342c8fc7483eaed/03011bbd8e6cf0fc12ca,/game.js,https://wat.adludio.com/games/472d16ed793811746342c8fc7483eaed/03011bbd8e6cf0fc12ca/game.js,,⬆️ Swipe up,standard,NO,–,"Families 
benefits to existing customers ",Display,Full Screen,5% - 10% engagemenr rate,12.12%,Yes,8.25%,Yes,n/a,n/a,No,n/a,96.28%,
"MooMoney
B68631ddfd2170cacb3063f54b0d295f",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,b68631ddfd2170cacb3063f54b0d295f/c267f721c6d045934ce2,/game.js,https://wat.adludio.com/games/b68631ddfd2170cacb3063f54b0d295f/c267f721c6d045934ce2/game.js,,,,,,,,MPU,,,,,,,,,,,
"MooMoney
2a72cf5717df4b5f136c3729183e579a",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,2a72cf5717df4b5f136c3729183e579a/53da0331c72b5a12fda0,/game.js,https://wat.adludio.com/games/2a72cf5717df4b5f136c3729183e579a/53da0331c72b5a12fda0/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"MooMoney
C52e421ddf677f7b52a5cc850c57635d",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,c52e421ddf677f7b52a5cc850c57635d/1d691a27070cb333574a,/game.js,https://wat.adludio.com/games/c52e421ddf677f7b52a5cc850c57635d/1d691a27070cb333574a/game.js,,,,,,,,MPU,,,,,,,,,,,
Ford Focus,,,,,,Automotive,,,,,,,,,,,,,https://wat.adludio.com/games/,4bfd59e4cfab955a8ad17666e75d7c5e/7e7268b98cb7b0995560,/game.js,https://wat.adludio.com/games/4bfd59e4cfab955a8ad17666e75d7c5e/7e7268b98cb7b0995560/game.js,,🔘 Press & Hold,standard,YES,–,"Ford driver fans 
Adults A18-30",Social ,Full Screen,Engagements,9.06%,No,7.52`%,Yes,N/A,N/A,No,N/A,100%,
"Bleecker Street 
(Hotel Mumbai)",,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,cc8d963fa253e2d9e2aac730733a60f6/9fba7cbc703e8982710f,/game.js,https://wat.adludio.com/games/cc8d963fa253e2d9e2aac730733a60f6/9fba7cbc703e8982710f/game.js,,🔘 Press & Hold,standard,YES,–,"fans of action and historical events
Age 18+",Display,Full Screen,5% - 10% engagemenr rate,11.59%,Yes,15.25%,Yes,n/a,n/a,No,n/a,70.39%,
"Bleecker Street 
(Hotel Mumbai)
52ffcce239525b3f306d75d55ada443b",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,52ffcce239525b3f306d75d55ada443b/3eec20d90a4478b447c4,/game.js,https://wat.adludio.com/games/52ffcce239525b3f306d75d55ada443b/3eec20d90a4478b447c4/game.js,,,,,,,,MPU,,,,,,,,,,,
"East Kilbride
Summer",,,,,,Shopping Centre,,,,,,,,,,,,,https://wat.adludio.com/games/,4c5c05e4a314f6cc0abc5f072e72b10b/b8f183178de3321da95c,/game.js,https://wat.adludio.com/games/4c5c05e4a314f6cc0abc5f072e72b10b/b8f183178de3321da95c/game.js,,⬆️ Swipe up ,standard,–,–,"adults
wedding planning
travellers ",,Full Screen,,,,,,,,,,,
